date,blockTime,blockSize,blockCount,uncleCount,price
20120926,13.36,18864,6337,434,174.39
20120927,13.11,17824,6438,391,174.14
20120928,13.19,17629,6418,435,169.68
20120929,13.22,20424,6384,401,181.47
20120930,13.18,21073,6426,421,176.39
20121001,13.32,20496,6337,402,181.06
20121002,13.22,20571,6400,402,175.17
20121003,13.17,20375,6440,377,176.21
20121004,13.11,17833,6441,390,176.9
20121005,13.08,17138,6449,399,170.26
20121006,13.27,20757,6364,391,180.49
20121007,13.35,21786,6352,384,181.09
20121008,13.27,23163,6362,409,193.43
20121009,13.34,21463,6344,403,191.73
20121010,13.3,21115,6359,411,180.94
20121011,13.37,19119,6329,383,180.09
20121012,13.32,17463,6374,398,181.37
20121013,13.23,20292,6387,374,186.96
20121014,13.07,21538,6431,424,180.74
20121015,13.33,21974,6332,392,174.76
20121016,13.39,22039,6300,413,177.5
20121017,13.34,22807,6328,385,173.29
20121018,13.31,20248,6354,365,172.37
20121019,13.27,18765,6367,374,175.84
20121020,13.42,20915,6293,355,174.64
20121021,13.25,22240,6412,364,171.64
20121022,13.27,24468,6384,382,162.72
20121023,13.52,23565,6264,396,161.07
20121024,13.8,24096,6127,396,181.79
20121025,13.5,23163,6267,387,180.16
20121026,13.71,20478,6174,345,184.34
20121027,13.55,23136,6242,389,182.09
20121028,13.63,22707,6211,400,191.11
20121029,13.55,22813,6234,420,183.52
20121030,13.6,23960,6216,402,182.59
20121031,13.48,22541,6279,399,183.4
20121101,13.69,19180,6166,410,183.45
20121102,13.48,18029,6270,363,181.92
20121103,13.67,21459,6196,386,186.49
20121104,13.59,23013,6227,396,188.96
20121105,13.64,22415,6203,400,191.24
20121106,13.67,25894,6167,410,186.54
20121107,13.69,21548,6189,399,183.85
20121108,13.8,19819,6137,358,185.11
20121109,14.1,19801,6001,367,189.29
20121110,14.15,23472,5984,388,184.91
20121111,14.09,23057,6022,388,187.09
20121112,14.05,22898,6013,381,188.1
20121113,14.06,21895,6030,346,184.68
20121114,14.1,22444,5986,375,180.03
20121115,14.12,19589,6014,348,182.61
20121116,14.07,19970,6023,383,184.2
20121117,14.19,24983,5981,366,178.23
20121118,14.39,25545,5896,389,175.96
20121119,14.17,22934,5990,378,174.68
20121120,13.96,28973,6070,372,161.18
20121121,14.27,31687,5963,357,150.22
20121122,14.06,23859,6054,336,152.42
20121123,14.12,23468,6013,350,140.42
20121124,14.36,30507,5901,364,146.22
20121125,14.98,30709,5663,285,148
20121126,15.02,28400,5656,333,153.05
20121127,15.09,27609,5626,307,151.31
20121128,15.19,27639,5617,305,154.94
20121129,14.88,24380,5702,316,152.2
20121130,15.22,25933,5608,276,151.36
20121201,14.98,27066,5668,318,149.36
20121202,15.1,24340,5634,344,147.73
20121203,15.25,29349,5572,338,145.73
20121204,15.17,24676,5623,319,148.32
20121205,15.18,23017,5606,330,149.06
20121206,15.08,19382,5661,296,147.79
20121207,15.15,20648,5627,259,151.06
20121208,15.13,24920,5647,303,147.68
20121209,14.93,25190,5696,332,145.92
20121210,15.25,24671,5580,303,143.61
20121211,14.95,24847,5706,296,145.05
20121212,15.53,24562,5473,277,144.97
20121213,16.67,23121,5131,206,142.18
20121214,16.62,22918,5127,249,142.74
20121215,16.75,26804,5096,234,132.68
20121216,16.82,27159,5050,247,122.11
20121217,17.04,28105,4989,256,133.07
20121218,16.93,27176,5015,225,128.31
20121219,17.08,27193,4989,212,128.58
20121220,16.82,24585,5078,212,127.52
20121221,17.15,24407,4993,206,132.56
20121222,17.08,27160,4998,204,128.1
20121223,16.9,24708,5074,198,128.02
20121224,17.04,24056,4988,206,125.1
20121225,17.07,24563,4995,214,125.73
20121226,16.98,24641,5024,220,126.5
20121227,16.82,21575,5071,206,128.21
20121228,17,21031,5035,193,134.55
20121229,16.96,24593,5015,229,131.41
20121230,17.08,24239,4987,234,128.91
